, ID,PARAM,TYPE,YEAR,DD,MONTH,wt_lvl__m,month
14223,02OA039,2,9,1941,26,May,20.84,5
14224,02OA039,2,9,1941,27,May,20.88,5
14225,02OA039,2,9,1941,28,May,20.88,5
14226,02OA039,2,9,1941,29,May,20.89,5
14227,02OA039,2,9,1941,30,May,20.89,5
14228,02OA039,2,9,1941,31,May,20.84,5
17546,02OA039,2,9,1941,1,Jun,20.73,6
17547,02OA039,2,9,1941,2,Jun,20.79,6
17548,02OA039,2,9,1941,3,Jun,20.84,6
17549,02OA039,2,9,1941,4,Jun,20.82,6
17550,02OA039,2,9,1941,5,Jun,20.79,6
17551,02OA039,2,9,1941,6,Jun,20.77,6
17552,02OA039,2,9,1941,7,Jun,20.76,6
17553,02OA039,2,9,1941,8,Jun,20.78,6
17554,02OA039,2,9,1941,9,Jun,20.75,6
17555,02OA039,2,9,1941,10,Jun,20.72,6
17556,02OA039,2,9,1941,11,Jun,20.71,6
17557,02OA039,2,9,1941,12,Jun,20.68,6
17558,02OA039,2,9,1941,13,Jun,20.63,6
17559,02OA039,2,9,1941,14,Jun,20.59,6
17560,02OA039,2,9,1941,15,Jun,20.64,6
17561,02OA039,2,9,1941,16,Jun,20.63,6
17562,02OA039,2,9,1941,17,Jun,20.6,6
17563,02OA039,2,9,1941,18,Jun,20.6,6
17564,02OA039,2,9,1941,19,Jun,20.6,6
17565,02OA039,2,9,1941,20,Jun,20.63,6
17566,02OA039,2,9,1941,21,Jun,20.67,6
17567,02OA039,2,9,1941,22,Jun,20.7,6
17568,02OA039,2,9,1941,23,Jun,20.65,6
17569,02OA039,2,9,1941,24,Jun,20.59,6
17570,02OA039,2,9,1941,25,Jun,20.58,6
17571,02OA039,2,9,1941,26,Jun,20.59,6
17572,02OA039,2,9,1941,27,Jun,20.6,6
17573,02OA039,2,9,1941,28,Jun,20.63,6
17574,02OA039,2,9,1941,29,Jun,20.61,6
17575,02OA039,2,9,1941,30,Jun,20.63,6
17576,02OA039,2,9,1941,31,Jun,,6
20894,02OA039,2,9,1941,1,Jul,20.62,7
20895,02OA039,2,9,1941,2,Jul,20.58,7
20896,02OA039,2,9,1941,3,Jul,20.56,7
20897,02OA039,2,9,1941,4,Jul,20.55,7
20898,02OA039,2,9,1941,5,Jul,20.55,7
20899,02OA039,2,9,1941,6,Jul,20.57,7
20900,02OA039,2,9,1941,7,Jul,20.57,7
20901,02OA039,2,9,1941,8,Jul,20.6,7
20902,02OA039,2,9,1941,9,Jul,20.61,7
20903,02OA039,2,9,1941,10,Jul,20.63,7
20904,02OA039,2,9,1941,11,Jul,20.64,7
20905,02OA039,2,9,1941,12,Jul,20.64,7
20906,02OA039,2,9,1941,13,Jul,20.6,7
20907,02OA039,2,9,1941,14,Jul,20.59,7
20908,02OA039,2,9,1941,15,Jul,20.57,7
20909,02OA039,2,9,1941,16,Jul,20.56,7
20910,02OA039,2,9,1941,17,Jul,20.57,7
20911,02OA039,2,9,1941,18,Jul,20.58,7
20912,02OA039,2,9,1941,19,Jul,20.6,7
20913,02OA039,2,9,1941,20,Jul,20.62,7
20914,02OA039,2,9,1941,21,Jul,20.64,7
20915,02OA039,2,9,1941,22,Jul,20.61,7
20916,02OA039,2,9,1941,23,Jul,20.6,7
20917,02OA039,2,9,1941,24,Jul,20.58,7
20918,02OA039,2,9,1941,25,Jul,20.56,7
20919,02OA039,2,9,1941,26,Jul,20.56,7
20920,02OA039,2,9,1941,27,Jul,20.47,7
20921,02OA039,2,9,1941,28,Jul,20.57,7
20922,02OA039,2,9,1941,29,Jul,20.65,7
20923,02OA039,2,9,1941,30,Jul,20.65,7
20924,02OA039,2,9,1941,31,Jul,20.65,7
24242,02OA039,2,9,1941,1,Aug,20.63,8
24243,02OA039,2,9,1941,2,Aug,20.63,8
24244,02OA039,2,9,1941,3,Aug,20.55,8
24245,02OA039,2,9,1941,4,Aug,20.6,8
24246,02OA039,2,9,1941,5,Aug,20.59,8
24247,02OA039,2,9,1941,6,Aug,20.56,8
24248,02OA039,2,9,1941,7,Aug,20.54,8
24249,02OA039,2,9,1941,8,Aug,20.53,8
24250,02OA039,2,9,1941,9,Aug,20.51,8
24251,02OA039,2,9,1941,10,Aug,20.47,8
24252,02OA039,2,9,1941,11,Aug,20.47,8
24253,02OA039,2,9,1941,12,Aug,20.47,8
24254,02OA039,2,9,1941,13,Aug,20.47,8
24255,02OA039,2,9,1941,14,Aug,20.49,8
24256,02OA039,2,9,1941,15,Aug,20.49,8
24257,02OA039,2,9,1941,16,Aug,20.49,8
24258,02OA039,2,9,1941,17,Aug,20.41,8
24259,02OA039,2,9,1941,18,Aug,20.46,8
24260,02OA039,2,9,1941,19,Aug,20.48,8
24261,02OA039,2,9,1941,20,Aug,20.47,8
24262,02OA039,2,9,1941,21,Aug,20.47,8
24263,02OA039,2,9,1941,22,Aug,20.45,8
24264,02OA039,2,9,1941,23,Aug,20.43,8
24265,02OA039,2,9,1941,24,Aug,20.38,8
24266,02OA039,2,9,1941,25,Aug,20.45,8
24267,02OA039,2,9,1941,26,Aug,20.53,8
24268,02OA039,2,9,1941,27,Aug,20.51,8
24269,02OA039,2,9,1941,28,Aug,20.52,8
24270,02OA039,2,9,1941,29,Aug,20.49,8
24271,02OA039,2,9,1941,30,Aug,20.38,8
24272,02OA039,2,9,1941,31,Aug,20.36,8
27590,02OA039,2,9,1941,1,Sep,20.32,9
27591,02OA039,2,9,1941,2,Sep,20.42,9
27592,02OA039,2,9,1941,3,Sep,20.43,9
27593,02OA039,2,9,1941,4,Sep,20.43,9
27594,02OA039,2,9,1941,5,Sep,20.43,9
27595,02OA039,2,9,1941,6,Sep,20.47,9
27596,02OA039,2,9,1941,7,Sep,20.39,9
27597,02OA039,2,9,1941,8,Sep,20.49,9
27598,02OA039,2,9,1941,9,Sep,20.49,9
27599,02OA039,2,9,1941,10,Sep,20.46,9
27600,02OA039,2,9,1941,11,Sep,20.45,9
27601,02OA039,2,9,1941,12,Sep,20.45,9
27602,02OA039,2,9,1941,13,Sep,20.48,9
27603,02OA039,2,9,1941,14,Sep,20.43,9
27604,02OA039,2,9,1941,15,Sep,20.48,9
27605,02OA039,2,9,1941,16,Sep,20.48,9
27606,02OA039,2,9,1941,17,Sep,20.46,9
27607,02OA039,2,9,1941,18,Sep,20.47,9
27608,02OA039,2,9,1941,19,Sep,20.45,9
27609,02OA039,2,9,1941,20,Sep,20.43,9
27610,02OA039,2,9,1941,21,Sep,20.37,9
27611,02OA039,2,9,1941,22,Sep,20.41,9
27612,02OA039,2,9,1941,23,Sep,20.45,9
27613,02OA039,2,9,1941,24,Sep,20.4,9
27614,02OA039,2,9,1941,25,Sep,20.38,9
27615,02OA039,2,9,1941,26,Sep,20.34,9
27616,02OA039,2,9,1941,27,Sep,20.41,9
27617,02OA039,2,9,1941,28,Sep,20.42,9
27618,02OA039,2,9,1941,29,Sep,20.44,9
27619,02OA039,2,9,1941,30,Sep,20.41,9
27620,02OA039,2,9,1941,31,Sep,,9
30938,02OA039,2,9,1941,1,Oct,20.38,10
30939,02OA039,2,9,1941,2,Oct,20.39,10
30940,02OA039,2,9,1941,3,Oct,20.42,10
30941,02OA039,2,9,1941,4,Oct,20.42,10
30942,02OA039,2,9,1941,5,Oct,20.37,10
30943,02OA039,2,9,1941,6,Oct,20.46,10
30944,02OA039,2,9,1941,7,Oct,20.44,10
30945,02OA039,2,9,1941,8,Oct,20.4,10
30946,02OA039,2,9,1941,9,Oct,20.42,10
30947,02OA039,2,9,1941,10,Oct,20.46,10
30948,02OA039,2,9,1941,11,Oct,20.45,10
30949,02OA039,2,9,1941,12,Oct,20.41,10
30950,02OA039,2,9,1941,13,Oct,20.48,10
30951,02OA039,2,9,1941,14,Oct,20.55,10
30952,02OA039,2,9,1941,15,Oct,20.54,10
30953,02OA039,2,9,1941,16,Oct,20.57,10
30954,02OA039,2,9,1941,17,Oct,20.62,10
30955,02OA039,2,9,1941,18,Oct,20.63,10
30956,02OA039,2,9,1941,19,Oct,20.55,10
30957,02OA039,2,9,1941,20,Oct,20.59,10
30958,02OA039,2,9,1941,21,Oct,20.58,10
30959,02OA039,2,9,1941,22,Oct,20.57,10
30960,02OA039,2,9,1941,23,Oct,20.55,10
30961,02OA039,2,9,1941,24,Oct,20.53,10
30962,02OA039,2,9,1941,25,Oct,20.52,10
30963,02OA039,2,9,1941,26,Oct,20.51,10
30964,02OA039,2,9,1941,27,Oct,20.55,10
30965,02OA039,2,9,1941,28,Oct,20.59,10
30966,02OA039,2,9,1941,29,Oct,20.58,10
30967,02OA039,2,9,1941,30,Oct,20.53,10
30968,02OA039,2,9,1941,31,Oct,20.48,10
34286,02OA039,2,9,1941,1,Nov,20.48,11
34287,02OA039,2,9,1941,2,Nov,20.34,11
34288,02OA039,2,9,1941,3,Nov,20.57,11
34289,02OA039,2,9,1941,4,Nov,20.67,11
34290,02OA039,2,9,1941,5,Nov,20.63,11
34291,02OA039,2,9,1941,6,Nov,20.61,11
34292,02OA039,2,9,1941,7,Nov,20.64,11
34293,02OA039,2,9,1941,8,Nov,20.66,11
34294,02OA039,2,9,1941,9,Nov,20.67,11
34295,02OA039,2,9,1941,10,Nov,20.79,11
34296,02OA039,2,9,1941,11,Nov,20.82,11
34297,02OA039,2,9,1941,12,Nov,20.81,11
34298,02OA039,2,9,1941,13,Nov,20.79,11
34299,02OA039,2,9,1941,14,Nov,20.77,11
34300,02OA039,2,9,1941,15,Nov,20.77,11
34301,02OA039,2,9,1941,16,Nov,20.7,11
34302,02OA039,2,9,1941,17,Nov,20.75,11
34303,02OA039,2,9,1941,18,Nov,20.75,11
34304,02OA039,2,9,1941,19,Nov,20.71,11
34305,02OA039,2,9,1941,20,Nov,20.69,11
34306,02OA039,2,9,1941,21,Nov,20.72,11
34307,02OA039,2,9,1941,22,Nov,20.77,11
34308,02OA039,2,9,1941,23,Nov,20.68,11
34309,02OA039,2,9,1941,24,Nov,20.7,11
34310,02OA039,2,9,1941,25,Nov,20.68,11
34311,02OA039,2,9,1941,26,Nov,20.66,11
34312,02OA039,2,9,1941,27,Nov,20.65,11
34313,02OA039,2,9,1941,28,Nov,20.66,11
34314,02OA039,2,9,1941,29,Nov,20.67,11
34315,02OA039,2,9,1941,30,Nov,20.61,11
34316,02OA039,2,9,1941,31,Nov,,11
37634,02OA039,2,9,1941,1,Dec,20.63,12
37635,02OA039,2,9,1941,2,Dec,20.6,12
37636,02OA039,2,9,1941,3,Dec,20.55,12
37637,02OA039,2,9,1941,4,Dec,20.55,12
37638,02OA039,2,9,1941,5,Dec,20.58,12
37639,02OA039,2,9,1941,6,Dec,20.64,12
37640,02OA039,2,9,1941,7,Dec,20.62,12
37641,02OA039,2,9,1941,8,Dec,20.62,12
37642,02OA039,2,9,1941,9,Dec,20.54,12
37643,02OA039,2,9,1941,10,Dec,20.49,12
37644,02OA039,2,9,1941,11,Dec,20.48,12
37645,02OA039,2,9,1941,12,Dec,20.5,12
37646,02OA039,2,9,1941,13,Dec,20.54,12
37647,02OA039,2,9,1941,14,Dec,20.48,12
37648,02OA039,2,9,1941,15,Dec,20.54,12
37649,02OA039,2,9,1941,16,Dec,20.53,12
37650,02OA039,2,9,1941,17,Dec,20.53,12
37651,02OA039,2,9,1941,18,Dec,20.55,12
37652,02OA039,2,9,1941,19,Dec,20.54,12
37653,02OA039,2,9,1941,20,Dec,20.55,12
37654,02OA039,2,9,1941,21,Dec,20.45,12
37655,02OA039,2,9,1941,22,Dec,20.55,12
37656,02OA039,2,9,1941,23,Dec,20.74,12
37657,02OA039,2,9,1941,24,Dec,20.7,12
37658,02OA039,2,9,1941,25,Dec,20.51,12
37659,02OA039,2,9,1941,26,Dec,20.65,12
37660,02OA039,2,9,1941,27,Dec,20.75,12
37661,02OA039,2,9,1941,28,Dec,20.61,12
37662,02OA039,2,9,1941,29,Dec,20.71,12
37663,02OA039,2,9,1941,30,Dec,20.75,12
37664,02OA039,2,9,1941,31,Dec,20.66,12
837,02OA039,2,9,1942,1,Jan,20.55,1
838,02OA039,2,9,1942,2,Jan,20.62,1
839,02OA039,2,9,1942,3,Jan,20.8,1
840,02OA039,2,9,1942,4,Jan,20.83,1
841,02OA039,2,9,1942,5,Jan,20.79,1
842,02OA039,2,9,1942,6,Jan,20.98,1
843,02OA039,2,9,1942,7,Jan,21.14,1
844,02OA039,2,9,1942,8,Jan,21.22,1
845,02OA039,2,9,1942,9,Jan,21.21,1
846,02OA039,2,9,1942,10,Jan,21.24,1
847,02OA039,2,9,1942,11,Jan,21.06,1
848,02OA039,2,9,1942,12,Jan,21.11,1
849,02OA039,2,9,1942,13,Jan,21.18,1
850,02OA039,2,9,1942,14,Jan,21.13,1
851,02OA039,2,9,1942,15,Jan,21.14,1
852,02OA039,2,9,1942,16,Jan,21.13,1
853,02OA039,2,9,1942,17,Jan,21.06,1
854,02OA039,2,9,1942,18,Jan,20.93,1
855,02OA039,2,9,1942,19,Jan,20.79,1
856,02OA039,2,9,1942,20,Jan,20.73,1
857,02OA039,2,9,1942,21,Jan,20.63,1
858,02OA039,2,9,1942,22,Jan,20.69,1
859,02OA039,2,9,1942,23,Jan,20.68,1
860,02OA039,2,9,1942,24,Jan,20.64,1
861,02OA039,2,9,1942,25,Jan,20.69,1
862,02OA039,2,9,1942,26,Jan,20.82,1
863,02OA039,2,9,1942,27,Jan,20.75,1
864,02OA039,2,9,1942,28,Jan,20.75,1
865,02OA039,2,9,1942,29,Jan,20.93,1
866,02OA039,2,9,1942,30,Jan,20.89,1
867,02OA039,2,9,1942,31,Jan,20.9,1
4185,02OA039,2,9,1942,1,Feb,20.84,2
4186,02OA039,2,9,1942,2,Feb,20.78,2
4187,02OA039,2,9,1942,3,Feb,20.97,2
4188,02OA039,2,9,1942,4,Feb,21.0,2
4189,02OA039,2,9,1942,5,Feb,20.96,2
4190,02OA039,2,9,1942,6,Feb,20.91,2
4191,02OA039,2,9,1942,7,Feb,20.89,2
4192,02OA039,2,9,1942,8,Feb,20.71,2
4193,02OA039,2,9,1942,9,Feb,20.56,2
4194,02OA039,2,9,1942,10,Feb,20.73,2
4195,02OA039,2,9,1942,11,Feb,21.01,2
4196,02OA039,2,9,1942,12,Feb,21.01,2
4197,02OA039,2,9,1942,13,Feb,21.05,2
4198,02OA039,2,9,1942,14,Feb,21.11,2
4199,02OA039,2,9,1942,15,Feb,20.96,2
4200,02OA039,2,9,1942,16,Feb,20.81,2
4201,02OA039,2,9,1942,17,Feb,20.82,2
4202,02OA039,2,9,1942,18,Feb,20.77,2
4203,02OA039,2,9,1942,19,Feb,20.78,2
4204,02OA039,2,9,1942,20,Feb,20.79,2
4205,02OA039,2,9,1942,21,Feb,20.78,2
4206,02OA039,2,9,1942,22,Feb,20.72,2
4207,02OA039,2,9,1942,23,Feb,20.76,2
4208,02OA039,2,9,1942,24,Feb,20.7,2
4209,02OA039,2,9,1942,25,Feb,20.68,2
4210,02OA039,2,9,1942,26,Feb,20.57,2
4211,02OA039,2,9,1942,27,Feb,20.6,2
4212,02OA039,2,9,1942,28,Feb,20.55,2
4213,02OA039,2,9,1942,29,Feb,,2
4214,02OA039,2,9,1942,30,Feb,,2
4215,02OA039,2,9,1942,31,Feb,,2
7533,02OA039,2,9,1942,1,Mar,20.43,3
7534,02OA039,2,9,1942,2,Mar,20.43,3
7535,02OA039,2,9,1942,3,Mar,20.51,3
7536,02OA039,2,9,1942,4,Mar,20.5,3
7537,02OA039,2,9,1942,5,Mar,20.52,3
7538,02OA039,2,9,1942,6,Mar,20.52,3
7539,02OA039,2,9,1942,7,Mar,20.53,3
7540,02OA039,2,9,1942,8,Mar,20.44,3
7541,02OA039,2,9,1942,9,Mar,20.46,3
7542,02OA039,2,9,1942,10,Mar,20.6,3
7543,02OA039,2,9,1942,11,Mar,20.67,3
7544,02OA039,2,9,1942,12,Mar,20.69,3
7545,02OA039,2,9,1942,13,Mar,20.77,3
7546,02OA039,2,9,1942,14,Mar,20.8,3
7547,02OA039,2,9,1942,15,Mar,20.7,3
7548,02OA039,2,9,1942,16,Mar,20.75,3
7549,02OA039,2,9,1942,17,Mar,20.84,3
7550,02OA039,2,9,1942,18,Mar,20.93,3
7551,02OA039,2,9,1942,19,Mar,21.1,3
7552,02OA039,2,9,1942,20,Mar,21.26,3
7553,02OA039,2,9,1942,21,Mar,21.29,3
7554,02OA039,2,9,1942,22,Mar,21.17,3
7555,02OA039,2,9,1942,23,Mar,21.3,3
7556,02OA039,2,9,1942,24,Mar,21.35,3
7557,02OA039,2,9,1942,25,Mar,21.22,3
7558,02OA039,2,9,1942,26,Mar,21.16,3
7559,02OA039,2,9,1942,27,Mar,21.2,3
7560,02OA039,2,9,1942,28,Mar,21.25,3
7561,02OA039,2,9,1942,29,Mar,21.16,3
7562,02OA039,2,9,1942,30,Mar,21.23,3
7563,02OA039,2,9,1942,31,Mar,21.27,3
10881,02OA039,2,9,1942,1,Apr,21.26,4
10882,02OA039,2,9,1942,2,Apr,21.24,4
10883,02OA039,2,9,1942,3,Apr,21.21,4
10884,02OA039,2,9,1942,4,Apr,21.23,4
10885,02OA039,2,9,1942,5,Apr,21.15,4
10886,02OA039,2,9,1942,6,Apr,21.15,4
10887,02OA039,2,9,1942,7,Apr,21.18,4
10888,02OA039,2,9,1942,8,Apr,21.13,4
10889,02OA039,2,9,1942,9,Apr,21.13,4
10890,02OA039,2,9,1942,10,Apr,21.16,4
10891,02OA039,2,9,1942,11,Apr,21.09,4
10892,02OA039,2,9,1942,12,Apr,21.04,4
10893,02OA039,2,9,1942,13,Apr,21.16,4
10894,02OA039,2,9,1942,14,Apr,21.21,4
10895,02OA039,2,9,1942,15,Apr,21.25,4
10896,02OA039,2,9,1942,16,Apr,21.4,4
10897,02OA039,2,9,1942,17,Apr,21.48,4
10898,02OA039,2,9,1942,18,Apr,21.54,4
10899,02OA039,2,9,1942,19,Apr,21.53,4
10900,02OA039,2,9,1942,20,Apr,21.61,4
10901,02OA039,2,9,1942,21,Apr,21.6,4
10902,02OA039,2,9,1942,22,Apr,21.54,4
10903,02OA039,2,9,1942,23,Apr,21.53,4
10904,02OA039,2,9,1942,24,Apr,21.51,4
10905,02OA039,2,9,1942,25,Apr,21.52,4
10906,02OA039,2,9,1942,26,Apr,21.34,4
10907,02OA039,2,9,1942,27,Apr,21.46,4
10908,02OA039,2,9,1942,28,Apr,21.54,4
10909,02OA039,2,9,1942,29,Apr,21.53,4
10910,02OA039,2,9,1942,30,Apr,21.54,4
10911,02OA039,2,9,1942,31,Apr,,4
14229,02OA039,2,9,1942,1,May,21.51,5
14230,02OA039,2,9,1942,2,May,21.42,5
14231,02OA039,2,9,1942,3,May,21.32,5
14232,02OA039,2,9,1942,4,May,21.48,5
14233,02OA039,2,9,1942,5,May,21.38,5
14234,02OA039,2,9,1942,6,May,21.37,5
14235,02OA039,2,9,1942,7,May,21.35,5
14236,02OA039,2,9,1942,8,May,21.29,5
14237,02OA039,2,9,1942,9,May,21.25,5
14238,02OA039,2,9,1942,10,May,21.21,5
14239,02OA039,2,9,1942,11,May,21.2,5
14240,02OA039,2,9,1942,12,May,21.11,5
14241,02OA039,2,9,1942,13,May,21.13,5
14242,02OA039,2,9,1942,14,May,21.1,5
14243,02OA039,2,9,1942,15,May,21.07,5
14244,02OA039,2,9,1942,16,May,20.99,5
14245,02OA039,2,9,1942,17,May,20.97,5
14246,02OA039,2,9,1942,18,May,21.06,5
14247,02OA039,2,9,1942,19,May,21.04,5
14248,02OA039,2,9,1942,20,May,21.04,5
14249,02OA039,2,9,1942,21,May,21.04,5
14250,02OA039,2,9,1942,22,May,21.05,5
14251,02OA039,2,9,1942,23,May,21.05,5
14252,02OA039,2,9,1942,24,May,21.0,5
14253,02OA039,2,9,1942,25,May,21.17,5
14254,02OA039,2,9,1942,26,May,21.23,5
14255,02OA039,2,9,1942,27,May,21.23,5
14256,02OA039,2,9,1942,28,May,21.22,5
14257,02OA039,2,9,1942,29,May,21.25,5
14258,02OA039,2,9,1942,30,May,21.25,5
14259,02OA039,2,9,1942,31,May,21.2,5
17577,02OA039,2,9,1942,1,Jun,21.3,6
17578,02OA039,2,9,1942,2,Jun,21.23,6
17579,02OA039,2,9,1942,3,Jun,21.24,6
17580,02OA039,2,9,1942,4,Jun,21.23,6
17581,02OA039,2,9,1942,5,Jun,21.23,6
17582,02OA039,2,9,1942,6,Jun,21.18,6
17583,02OA039,2,9,1942,7,Jun,21.17,6
17584,02OA039,2,9,1942,8,Jun,21.14,6
17585,02OA039,2,9,1942,9,Jun,21.07,6
17586,02OA039,2,9,1942,10,Jun,21.08,6
17587,02OA039,2,9,1942,11,Jun,21.07,6
17588,02OA039,2,9,1942,12,Jun,21.05,6
17589,02OA039,2,9,1942,13,Jun,21.1,6
17590,02OA039,2,9,1942,14,Jun,21.09,6
17591,02OA039,2,9,1942,15,Jun,21.04,6
17592,02OA039,2,9,1942,16,Jun,21.04,6
17593,02OA039,2,9,1942,17,Jun,21.05,6
17594,02OA039,2,9,1942,18,Jun,21.05,6
17595,02OA039,2,9,1942,19,Jun,21.07,6
17596,02OA039,2,9,1942,20,Jun,21.05,6
17597,02OA039,2,9,1942,21,Jun,20.99,6
17598,02OA039,2,9,1942,22,Jun,21.08,6
17599,02OA039,2,9,1942,23,Jun,21.07,6
17600,02OA039,2,9,1942,24,Jun,20.98,6
17601,02OA039,2,9,1942,25,Jun,21.0,6
17602,02OA039,2,9,1942,26,Jun,21.04,6
17603,02OA039,2,9,1942,27,Jun,21.01,6
17604,02OA039,2,9,1942,28,Jun,20.92,6
17605,02OA039,2,9,1942,29,Jun,20.96,6
17606,02OA039,2,9,1942,30,Jun,20.92,6
17607,02OA039,2,9,1942,31,Jun,,6
20925,02OA039,2,9,1942,1,Jul,20.86,7
20926,02OA039,2,9,1942,2,Jul,20.92,7
20927,02OA039,2,9,1942,3,Jul,20.91,7
20928,02OA039,2,9,1942,4,Jul,20.88,7
20929,02OA039,2,9,1942,5,Jul,20.84,7
20930,02OA039,2,9,1942,6,Jul,20.91,7
20931,02OA039,2,9,1942,7,Jul,20.83,7
20932,02OA039,2,9,1942,8,Jul,20.84,7
20933,02OA039,2,9,1942,9,Jul,20.83,7
20934,02OA039,2,9,1942,10,Jul,20.84,7
20935,02OA039,2,9,1942,11,Jul,20.84,7
20936,02OA039,2,9,1942,12,Jul,20.75,7
20937,02OA039,2,9,1942,13,Jul,20.83,7
20938,02OA039,2,9,1942,14,Jul,20.8,7
20939,02OA039,2,9,1942,15,Jul,20.8,7
20940,02OA039,2,9,1942,16,Jul,20.8,7
20941,02OA039,2,9,1942,17,Jul,20.77,7
20942,02OA039,2,9,1942,18,Jul,20.74,7
20943,02OA039,2,9,1942,19,Jul,20.74,7
20944,02OA039,2,9,1942,20,Jul,20.84,7
20945,02OA039,2,9,1942,21,Jul,20.78,7
20946,02OA039,2,9,1942,22,Jul,20.76,7
20947,02OA039,2,9,1942,23,Jul,20.76,7
20948,02OA039,2,9,1942,24,Jul,20.77,7
20949,02OA039,2,9,1942,25,Jul,20.81,7
20950,02OA039,2,9,1942,26,Jul,20.73,7
20951,02OA039,2,9,1942,27,Jul,20.71,7
20952,02OA039,2,9,1942,28,Jul,20.77,7
20953,02OA039,2,9,1942,29,Jul,20.76,7
20954,02OA039,2,9,1942,30,Jul,20.67,7
20955,02OA039,2,9,1942,31,Jul,20.72,7
24273,02OA039,2,9,1942,1,Aug,20.73,8
24274,02OA039,2,9,1942,2,Aug,20.71,8
24275,02OA039,2,9,1942,3,Aug,20.71,8
24276,02OA039,2,9,1942,4,Aug,20.78,8
24277,02OA039,2,9,1942,5,Aug,20.74,8
24278,02OA039,2,9,1942,6,Aug,20.68,8
24279,02OA039,2,9,1942,7,Aug,20.71,8
24280,02OA039,2,9,1942,8,Aug,20.77,8
24281,02OA039,2,9,1942,9,Aug,20.72,8
24282,02OA039,2,9,1942,10,Aug,20.71,8
24283,02OA039,2,9,1942,11,Aug,20.88,8
24284,02OA039,2,9,1942,12,Aug,20.74,8
24285,02OA039,2,9,1942,13,Aug,20.67,8
24286,02OA039,2,9,1942,14,Aug,20.74,8
24287,02OA039,2,9,1942,15,Aug,20.68,8
24288,02OA039,2,9,1942,16,Aug,20.67,8
24289,02OA039,2,9,1942,17,Aug,20.74,8
24290,02OA039,2,9,1942,18,Aug,20.72,8
24291,02OA039,2,9,1942,19,Aug,20.72,8
24292,02OA039,2,9,1942,20,Aug,20.71,8
24293,02OA039,2,9,1942,21,Aug,20.76,8
24294,02OA039,2,9,1942,22,Aug,20.79,8
24295,02OA039,2,9,1942,23,Aug,20.7,8
24296,02OA039,2,9,1942,24,Aug,20.75,8
24297,02OA039,2,9,1942,25,Aug,20.67,8
24298,02OA039,2,9,1942,26,Aug,20.64,8
24299,02OA039,2,9,1942,27,Aug,20.67,8
24300,02OA039,2,9,1942,28,Aug,20.68,8
24301,02OA039,2,9,1942,29,Aug,20.71,8
24302,02OA039,2,9,1942,30,Aug,20.65,8
24303,02OA039,2,9,1942,31,Aug,20.58,8
27621,02OA039,2,9,1942,1,Sep,20.62,9
27622,02OA039,2,9,1942,2,Sep,20.62,9
27623,02OA039,2,9,1942,3,Sep,20.65,9
27624,02OA039,2,9,1942,4,Sep,20.62,9
27625,02OA039,2,9,1942,5,Sep,20.62,9
27626,02OA039,2,9,1942,6,Sep,20.56,9
27627,02OA039,2,9,1942,7,Sep,20.61,9
27628,02OA039,2,9,1942,8,Sep,20.61,9
27629,02OA039,2,9,1942,9,Sep,20.56,9
27630,02OA039,2,9,1942,10,Sep,20.57,9
27631,02OA039,2,9,1942,11,Sep,20.62,9
27632,02OA039,2,9,1942,12,Sep,20.72,9
27633,02OA039,2,9,1942,13,Sep,20.6,9
27634,02OA039,2,9,1942,14,Sep,20.64,9
27635,02OA039,2,9,1942,15,Sep,20.65,9
27636,02OA039,2,9,1942,16,Sep,20.6,9
27637,02OA039,2,9,1942,17,Sep,20.66,9
27638,02OA039,2,9,1942,18,Sep,20.65,9
27639,02OA039,2,9,1942,19,Sep,20.65,9
27640,02OA039,2,9,1942,20,Sep,20.62,9
27641,02OA039,2,9,1942,21,Sep,20.64,9
27642,02OA039,2,9,1942,22,Sep,20.63,9
27643,02OA039,2,9,1942,23,Sep,20.6,9
27644,02OA039,2,9,1942,24,Sep,20.6,9
27645,02OA039,2,9,1942,25,Sep,20.64,9
27646,02OA039,2,9,1942,26,Sep,20.69,9
27647,02OA039,2,9,1942,27,Sep,20.64,9
27648,02OA039,2,9,1942,28,Sep,20.71,9
27649,02OA039,2,9,1942,29,Sep,20.7,9
27650,02OA039,2,9,1942,30,Sep,20.65,9
27651,02OA039,2,9,1942,31,Sep,,9
30969,02OA039,2,9,1942,1,Oct,20.64,10
30970,02OA039,2,9,1942,2,Oct,20.66,10
30971,02OA039,2,9,1942,3,Oct,20.62,10
30972,02OA039,2,9,1942,4,Oct,20.49,10
30973,02OA039,2,9,1942,5,Oct,20.58,10
30974,02OA039,2,9,1942,6,Oct,20.65,10
30975,02OA039,2,9,1942,7,Oct,20.66,10
30976,02OA039,2,9,1942,8,Oct,20.62,10
30977,02OA039,2,9,1942,9,Oct,20.62,10
30978,02OA039,2,9,1942,10,Oct,20.61,10
30979,02OA039,2,9,1942,11,Oct,20.5,10
30980,02OA039,2,9,1942,12,Oct,20.52,10
30981,02OA039,2,9,1942,13,Oct,20.61,10
30982,02OA039,2,9,1942,14,Oct,20.58,10
30983,02OA039,2,9,1942,15,Oct,20.56,10
30984,02OA039,2,9,1942,16,Oct,20.55,10
30985,02OA039,2,9,1942,17,Oct,20.47,10
30986,02OA039,2,9,1942,18,Oct,20.42,10
30987,02OA039,2,9,1942,19,Oct,20.52,10
30988,02OA039,2,9,1942,20,Oct,20.51,10
